DrugBank ID	Accession Numbers	Common name	CAS	UNII	Synonyms	InChI Key	Canonical_SMILES
DB05168	DB12503	Vintafolide	742092-03-1	36O410ZD4I		KUZYSQSABONDME-QRLOMCMNSA-N	CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)NNC(=O)OCCSSCC(C(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC(=O)O)NC(=O)CCC(C(=O)O)NC(=O)C1=CC=C(C=C1)NCC1=CN=C2C(=N1)C(=O)NC(=N2)N)O)O)CC)OC)C(=O)OC)O
DB05171		E-2012	870843-42-8	3LSD4Y5F0F		PUOAETJYKQITMO-LANLRWRYSA-N	CC1=CN(C=N1)C2=C(C=C(C=C2)C=C3CCCN(C3=O)C(C)C4=CC=C(C=C4)F)OC
DB05186		SQ-109	502487-67-4	9AU7XUV31A		JFIBVDBTCDTBRH-REZTVBANSA-N	CC(=CCCC(=CCNCCNC1C2CC3CC(C2)CC1C3)C)C
DB05187		Elafibranor	923978-27-2	2J3H5C81A5		AFLFKFHDSCQHOL-IZZDOVSWSA-N	CC1=CC(=CC(=C1OC(C)(C)C(=O)O)C)C=CC(=O)C2=CC=C(C=C2)SC
DB05188		KD3010	934760-90-4			SUTQDFLDQUPTKX-QVLMFNNZSA-N	CC1CN(CC(N1S(=O)(=O)C2=CC=CC3=C2CC(C3)C(=O)O)C)C4=CC=C(C=C4)OC(F)(F)F.CC1=CC=C(C=C1)S(=O)(=O)O
DB05197		Sofalcone	64506-49-6	2B668TJX8E		GFWRVVCDTLRWPK-KPKJPENVSA-N	CC(=CCOC1=CC=C(C=C1)C=CC(=O)C2=C(C=C(C=C2)OCC=C(C)C)OCC(=O)O)C
DB05212		HE3286		PH8858757I		JJKOQZHWYLMASZ-FJWDNACWSA-N	CC12CCC(CC1=CC(C3C2CCC4(C3CCC4(C#C)O)C)O)O
DB05219		Crisaborole	906673-24-3	Q2R47HGR7P	Crisaborole	USZAGAREISWJDP-UHFFFAOYSA-N	B1(C2=C(CO1)C=C(C=C2)OC3=CC=C(C=C3)C#N)O
DB05220		Alisertib		T66ES73M18		ZLHFILGSQDJULK-UHFFFAOYSA-N	COC1=C(C(=CC=C1)F)C2=NCC3=CN=C(N=C3C4=C2C=C(C=C4)Cl)NC5=CC(=C(C=C5)C(=O)O)OC
DB05223		Pracinostat		GPO2JN4UON		JHDKZFFAIZKUCU-ZRDIBKRKSA-N	CCCCC1=NC2=C(N1CCN(CC)CC)C=CC(=C2)C=CC(=O)NO
DB05229		Beraprost	88430-50-6	35E3NJJ4O6		YTCZZXIRLARSET-VJRSQJMHSA-M	CC#CCC(C)C(C=CC1C(CC2C1C3=CC=CC(=C3O2)CCCC(=O)[O-])O)O.[Na+]
DB05232		Tetrodotoxin	4368-28-9	3KUM2721U9		SLBCPBUVHCASIJ-UFHSVNPDSA-O	C(C1(C2C3C([NH+]=C(NC34C(C1OC(C4O)(O2)[O-])O)N)O)O)O
DB05234		LGD2941				HWLLYFXDDGGHOE-BCSUUIJWSA-N	CC1CCC(N1C2=CC3=C(C=C2)NC(=O)C=C3C(F)(F)F)C(C(F)(F)F)O
DB05239		Cobimetinib	934660-93-2	ER29L26N1X	Cobimetinib	BSMCAPRUBJMWDF-KRWDZBQOSA-N	C1CCNC(C1)C2(CN(C2)C(=O)C3=C(C(=C(C=C3)F)F)NC4=C(C=C(C=C4)I)F)O
DB05245		Silver sulfadiazine	22199-08-2	W46JY43EJR	Silver sulfadiazinate | Silver sulfadiazine | Silver sulphadiazine | Sulfadiazine silver | Sulfadiazine silver salt	UEJSSZHHYBHCEL-UHFFFAOYSA-N	C1=CN=C(N=C1)[N-]S(=O)(=O)C2=CC=C(C=C2)N.[Ag+]
DB05246		Methsuximide	77-41-8	0G76K8X6C0	(RS)-1,3-Dimethyl-3-phenyl-2,5-pyrrolidindion | 1,3-Dimethyl-3-phenyl-2,5-dioxopyrrolidine | 1,3-Dimethyl-3-phenyl-pyrrolidin-2,5-dione | 1,3-Dimethyl-3-phenylsuccinimide | alpha-Methyl-alpha-phenyl N-methyl succinimide | alpha-Methylphensuximide | Mesuximida | Mesuximide | Mesuximidum | Methsuximid | Methsuximide | Metosuccimmide | N-methyl-alpha-methyl-alpha-phenylsuccinimide | N,2-Dimethyl-2-phenylsuccinimide	AJXPJJZHWIXJCJ-UHFFFAOYSA-N	CC1(CC(=O)N(C1=O)C)C2=CC=CC=C2
DB05252		Fenoxaprop-ethyl	66441-23-4	7U20WEM458	Fenoxaprop ethyl	PQKBPHSEKWERTG-UHFFFAOYSA-N	CCOC(=O)C(C)OC1=CC=C(C=C1)OC2=NC3=C(O2)C=C(C=C3)Cl
DB05253		Telapristone acetate	198414-31-2	1K9EYK92PQ	17alpha-Acetoxy-11beta-(4-(dimethylamino)phenyl)-21-methoxy-19-norpregna-4,9-dien-3,20-dione	JVBGZFRPTRKSBB-MJBQOYBXSA-N	CC(=O)OC1(CCC2C1(CC(C3=C4CCC(=O)C=C4CCC23)C5=CC=C(C=C5)N(C)C)C)C(=O)COC
DB05255		Ronacaleret	753449-67-1	DIH95YP7J3		FQJISUPNMFRIFZ-HXUWFJFHSA-N	CC(C)(CC1CC2=CC=CC=C2C1)NCC(COC3=C(C(=CC(=C3)CCC(=O)O)F)F)O
DB05260		Gallium nitrate	13494-90-1	Y2V2R4W9TQ	Gallium nitrate (anhydrous) | Nitric acid, gallium salt, anhydrate	CHPZKNULDCNCBW-UHFFFAOYSA-N	[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[Ga+3]
DB05262		Oxypurinol	2465-59-0	G97OZE5068	1H-Pyrazolo[3,4-d]pyrimidine-4,6(5H,7H)-dione | Alloxanthine | DHPP | Ossipurinolo | Oxipurinol | Oxipurinolum | Oxoallopurinol | Oxypurinol	HXNFUBHNUDHIGC-UHFFFAOYSA-N	C1=C2C(=NC(=O)NC2=O)NN1
DB05263		Caprospinol		9BU4T267E4		VMOZFSWFUBLCNN-AAPULDEBSA-N	CCCCCC(=O)OC1CCC2(C3CCC4(C(C3CC=C2C1)CC5C4C(C6(O5)CCC(CO6)C)C)C)C
DB05265		Ecabet	33159-27-2	2K02669KWP	Ecabet | Ecabetum	IWCWQNVIUXZOMJ-MISYRCLQSA-N	CC(C)C1=C(C=C2C(=C1)CCC3C2(CCCC3(C)C(=O)O)C)S(=O)(=O)O
DB05266	DB05066	Ibudilast	50847-11-5	M0TTH61XC5	Ibudilastum	ZJVFLBOZORBYFE-UHFFFAOYSA-N	CC(C)C1=NN2C=CC=CC2=C1C(=O)C(C)C
DB05271		Rotigotine	99755-59-6	87T4T8BO2E	(6S)-6-(propyl(2-(2-thienyl)ethyl)amino)-5,6,7,8-tetrahydro-1-naphthalenol | Rotigotina | Rotigotine	KFQYTPMOWPVWEJ-INIZCTEOSA-N	CCCN(CCC1=CC=CS1)C2CCC3=C(C2)C=CC=C3O
DB05273		Samarium (153Sm) lexidronam	122575-21-7	745X144DZY	153SM-EDTMP | Samarium (153 Sm) lexidronam | Samarium (153Sm) lexidronam | Samarium Sm-153 lexidronam | Samarium-153 lexidronam | Samarium-153-EDTMP	JSTADIGKFYFAIY-GJNDDOAHSA-K	[H+].[H+].[H+].[H+].[H+].C(CN(CP(=O)([O-])[O-])CP(=O)([O-])[O-])N(CP(=O)([O-])[O-])CP(=O)([O-])[O-].[Sm+3]
DB05284		CA4P				LGZKGOGODCLQHG-ZDUSSCGKSA-N	COC1=C(C=C(C=C1)CC(C2=CC(=C(C(=C2)OC)OC)OC)O)O
DB05288		Anecortave acetate	7753-60-8	Y0PC411K4T		YUWPMEXLKGOSBF-GACAOOTBSA-N	CC(=O)OCC(=O)C1(CCC2C1(CC=C3C2CCC4=CC(=O)CCC43C)C)O
DB05289	DB12936	Tarenflurbil	51543-40-9	501W00OOWA	(−)-(2R)-2-(2-fluorobiphenyl-4-yl)propanoic acid | (2R)-2-(2-fluorobiphenyl-4-yl)propanoic acid | (R)-2-fluoro-α-methyl(1,1'-biphenyl)-4-acetic acid | (R)-flurbiprofen	SYTBZMRGLBWNTM-SNVBAGLBSA-N	CC(C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)O
DB05294	DB08764	Vandetanib	443913-73-3	YO460OQ37K	N-(4-Bromo-2-fluorophenyl)-6-methoxy-7-((1-methyl-4-piperidinyl)methoxy)-4-quinazolinamine | N-(4-Bromo-2-fluorophenyl)-6-methoxy-7-((1-methylpiperidin-4-yl)methoxy)quinazolin-4-amine | Vandetanib	UHTHHESEBZOYNR-UHFFFAOYSA-N	CN1CCC(CC1)COC2=C(C=C3C(=C2)N=CN=C3NC4=C(C=C(C=C4)Br)F)OC
DB05295		Eldecalcitol	104121-92-8	I2JP8UE90H	1α,25-dihydroxy-2β-(3-hydroxypropoxy)cholecalciferol	FZEXGDDBXLBRTD-AYIMTCTASA-N	CC(CCCC(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(C(C(C3=C)O)OCCCO)O)C
DB05296		Motexafin lutetium	246252-04-0	0V38NF6N89	Lutetium texaphyrin anhydrous | Motexafin lutetium anhydrous	ZCISRIHHEXSWIR-WRIGXHCHSA-L	
DB05297		Paclitaxel docosahexaenoic acid	199796-52-6	OJE5810C4F	DHA Paclitaxel | DHA-paclitaxel | Paclitaxel 2'-(all-cis-4,7,10,13,16,19-docosahexaenoate) | Paclitaxel docosahexaenoic acid ester	LRCZQSDQZJBHAF-PUBGEWHCSA-N	CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(C(C1=CC=CC=C1)NC(=O)C2=CC=CC=C2)C(=O)OC3CC4(C(C5C(C(CC6C5(CO6)OC(=O)C)O)(C(=O)C(C(=C3C)C4(C)C)OC(=O)C)C)OC(=O)C7=CC=CC=C7)O
DB05298	DB12166	Tetomilast	145739-56-6	S6RXB5KF56		XDBHURGONHZNJF-UHFFFAOYSA-N	CCOC1=C(C=C(C=C1)C2=NC(=CS2)C3=NC(=CC=C3)C(=O)O)OCC
DB05316		Pimavanserin	706779-91-1	JZ963P0DIK	Pimavanserin	RKEWSXXUOLRFBX-UHFFFAOYSA-N	CC(C)COC1=CC=C(C=C1)CNC(=O)N(CC2=CC=C(C=C2)F)C3CCN(CC3)C
DB05327	DB12811	Ranirestat	147254-64-6	Z26P56GFTV		QCVNMNYRNIMDKV-QGZVFWFLSA-N	C1C(=O)NC(=O)C12C(=O)N(C(=O)C3=CC=CN23)CC4=C(C=C(C=C4)Br)F
DB05339		MN-305		F0WKFYPQL8		GGNCUSDIUUCNKE-RSAXXLAASA-N	C1C(OC2=CC=CC=C2O1)CNCCCOC3=CC4=C(C=C3)OCO4.Cl
DB05340		ATL-2502				RWFZSORKWFPGNE-UHFFFAOYSA-M	CC12CC(C3C(C1CCC2(C(=O)COC(=O)C4=CC(=CC=C4)S(=O)(=O)[O-])O)CCC5=CC(=O)C=CC35C)O.[Na+]
DB05343	DB11887	Arundic acid	185517-21-9	F2628ZD0FO	(2R)-2-propyloctanoic acid	YCYMCMYLORLIJX-SNVBAGLBSA-N	CCCCCCC(CCC)C(=O)O
DB05351		Dexlansoprazole	138530-94-6	UYE4T5I70X	2-((R)-((3-methyl-4-(2,2,2-trifluoroethoxy)-2-pyridinyl)methyl)sulfinyl)-1H-benzimidazole | Dexlansoprazole	MJIHNNLFOKEZEW-RUZDIDTESA-N	CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F
DB05377		Chlorfenson	80-33-1	LW65NJ3YWV	4-Chlorophenyl 4-chlorobenzenesulfonate | Ester sulfonate	RZXLPPRPEOUENN-UHFFFAOYSA-N	C1=CC(=CC=C1OS(=O)(=O)C2=CC=C(C=C2)Cl)Cl
DB05380		DOTMP HO-166	633308-23-3	9F972459OC	166Ho-DOTMP | Holmium Ho-166 DOTMP	UOWMQDYQGKHTKV-IEOVAKBOSA-L	
DB05381	APRD01015 | DB00667 | DB05891 | DB11320	Histamine	51-45-6	820484N8I3	1H-Imidazole-4-ethanamine | 2-(4-imidazolyl)ethylamine | 4-imidazoleethylamine | 5-imidazoleethylamine | beta-aminoethylglyoxaline | beta-aminoethylimidazole	NTYJJOPFIAHURM-UHFFFAOYSA-N	C1=C(NC=N1)CCN
DB05382	DB05247	Iodine	7553-56-2	9679TC07X4	diiodine | I2 | iodo | Jod | molecular iodine	PNDPGZBMCMUPRI-UHFFFAOYSA-N	II
DB05383	DB02533 | EXPT00459	Pimagedine	79-17-4	SCQ4EZQ113	Aminoguanidine | Hydrazinecarboximidamide | Pimagedine	HAMNKKUPIHEESI-UHFFFAOYSA-N	C(=NN)(N)N
DB05389		Tetrachlorodecaoxide	92047-76-2		TCDO | Tetrachlorodecaoxygen	VOWOEBADKMXUBU-UHFFFAOYSA-J	O.[O-]Cl=O.[O-]Cl=O.[O-]Cl=O.[O-]Cl=O.O=O
DB05395		Amibegron		PDQ3ME68U3		RDJQCOBTKKAQAH-FPOVZHCZSA-N	CCOC(=O)COC1=CC2=C(CCC(C2)NCC(C3=CC(=CC=C3)Cl)O)C=C1
DB05398		C31G				KMCBHFNNVRCAAH-UHFFFAOYSA-N	CCCCCCCCCCCC[N+](C)(C)CC(=O)[O-].CCCCCCCCCCCC[N+](C)(C)[O-]
DB05399		Succinobucol	216167-82-7	J1J54V24R4		RKSMVPNZHBRNNS-UHFFFAOYSA-N	CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)SC(C)(C)SC2=CC(=C(C(=C2)C(C)(C)C)OC(=O)CCC(=O)O)C(C)(C)C
DB05403		CEP-1347		200HA2LIMK		WMBUVOLZSWTKMP-KQFGJPIXSA-N	CCSCC1=CC2=C(C=C1)N3C4CC(C(O4)(N5C6=C(C=C(C=C6)CSCC)C7=C8CNC(=O)C8=C2C3=C75)C)C(=O)OOC
DB05408		Emricasan		P0GMS9N47Q		SCVHJVCATBPIHN-SJCJKPOMSA-N	CC(C(=O)NC(CC(=O)O)C(=O)COC1=C(C(=CC(=C1F)F)F)F)NC(=O)C(=O)NC2=CC=CC=C2C(C)(C)C
DB05409		NCX 701		F8Y1ZV5V9P		XTMOQAKCOFLCRZ-UHFFFAOYSA-N	CC(=O)NC1=CC=C(C=C1)OC(=O)CCCO[N+](=O)[O-]
DB05410		NCX 1022	571186-50-0			MBODWAULVMWNDB-UHFFFAOYSA-N	CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)COC(=O)C5=CC=CC(=C5)CO[N+](=O)[O-])O)C)O
DB05412		Talmapimod	309913-83-5	B1E00KQ6NT	Talmapimod	ZMELOYOKMZBMRB-DLBZAZTESA-N	CC1CN(C(CN1C(=O)C2=C(C=C3C(=C2)C(=CN3C)C(=O)C(=O)N(C)C)Cl)C)CC4=CC=C(C=C4)F
DB05413		Tifuvirtide	251562-00-2	M6W86MD258	Peptide T1249	ZFEAMMNVDPDEGE-LGRGJMMZSA-N	CCC(C)C(C(=O)NC(CCC(=O)N)C(=O)NC(CCC(=O)N)C(=O)NC(CCC(=O)O)C(=O)NC(CCCCN)C(=O)NC(CC(=O)N)C(=O)NC(CCC(=O)O)C(=O)NC(CC1=CC=C(C=C1)O)C(=O)NC(CCC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)N)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CC(=O)O)C(=O)NC(CCCCN)C(=O)NC(CC2=CNC3=CC=CC=C32)C(=O)NC(C)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(CC4=CNC5=CC=CC=C54)C(=O)NC(CCC(=O)O)C(=O)NC(CC6=CNC7=CC=CC=C76)C(=O)NC(CC8=CC=CC=C8)C(=O)N)NC(=O)C(CCC(=O)N)NC(=O)C(C)NC(=O)C(CCC(=O)N)NC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(C)NC(=O)C(C(C)O)NC(=O)C(C(C)CC)NC(=O)C(CCCCN)NC(=O)C(CCC(=O)N)NC(=O)C(CCC(=O)O)NC(=O)C(CC9=CNC1=CC=CC=C19)NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)N)NC(=O)C(CC1=CNC2=CC=CC=C21)NC(=O)C
DB05414		Pipendoxifene	198480-55-6	TPC5Q8496G		JICOGKJOQXTAIP-UHFFFAOYSA-N	CC1=C(N(C2=C1C=C(C=C2)O)CC3=CC=C(C=C3)OCCN4CCCCC4)C5=CC=C(C=C5)O
DB05416	DB13015	Cardarine	317318-70-0	7I2HA1NU22		YDBLKRPLXZNVNB-UHFFFAOYSA-N	CC1=C(C=CC(=C1)SCC2=C(N=C(S2)C3=CC=C(C=C3)C(F)(F)F)C)OCC(=O)O
DB05420		Gallium maltolate	108560-70-9	17LEI49C2G		ASYYOZSDALANRF-UHFFFAOYSA-K	CC1=C(C(=O)C=CO1)[O-].CC1=C(C(=O)C=CO1)[O-].CC1=C(C(=O)C=CO1)[O-].[Ga+3]
DB05421		CP-122721		R7OYP6N58F		ZIWFCOIGUNPHPM-HKUYNNGSSA-N	COC1=C(C=C(C=C1)OC(F)(F)F)CNC2CCCNC2C3=CC=CC=C3
DB05422		OPC-14523	145969-30-8	1981OTB4DS		TZZGTNZBLPCBIS-UHFFFAOYSA-N	COC1=CC=CC2=C1CCC(=O)N2CCCN3CCN(CC3)C4=CC(=CC=C4)Cl
DB05423		ORG-34517		17VAN37K4Y		DFELGYQKEOCHOA-BZAFBGKRSA-N	CC#CC1(CCC2C1(CC(C3=C4CCC(=O)C=C4CCC23)C5=CC6=C(C=C5)OCO6)C)O
DB05424		Canertinib	267243-28-7	C78W1K5ASF	Canertinib	OMZCMEYTWSXEPZ-UHFFFAOYSA-N	C=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4
DB05426		talactoferrin alpha				XKVDFADVPPHGJR-CQJMVLFOSA-N	CC(C)CC(C(=O)NCC(=O)NC(CO)C(=O)NCC(=O)NC(CC1=CC=C(C=C1)O)C(=O)OC)NC(=O)C(CC2=CC=C(C=C2)O)N
DB05428		Motexafin gadolinium	246252-06-2	0BG5NE3APZ	Gadolinium texaphyrin | Motexafin gadolinium	VAZLWPAHMORDGR-WRIGXHCHSA-L	
DB05431		MLN-977	175212-04-1	VNR0T3Q498		YANONWCPCKIWEC-CABCVRRESA-N	C1CC(OC1COC2=CC=C(C=C2)F)C#CCCN(C(=O)N)O
DB05434		ABT-510	251579-55-2	CRR8E37XOB		RIWLPSIAFBLILR-WVNGMBSFSA-N	CCCC(C(=O)NC(C(C)CC)C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NCC)NC(=O)C(C(C)O)NC(=O)C(C(C)CC)NC(=O)C(C(C)C)NC(=O)CNC(=O)CN(C)C(=O)C
DB05442		Etiprednol dicloacetate	199331-40-3	332VLD554F		QAIOVDNCIZSSSF-RFAJLIJZSA-N	CCOC(=O)C1(CCC2C1(CC(C3C2CCC4=CC(=O)C=CC34C)O)C)OC(=O)C(Cl)Cl
DB05444		Iroxanadine	276690-58-5	6K69EJ1DL1		QWVRTSZDKPRPDF-UHFFFAOYSA-N	C1CCN(CC1)CC2CONC(=N2)C3=CN=CC=C3
DB05446		LJP 1082				PIUSLWSYOYFRFR-UHFFFAOYSA-N	C(CC(=O)NC(CSCO)C(=O)NCC(=O)O)C(C(=O)O)N
DB05448		PX-12	141400-58-0	8PQ9CZ8BTJ	1-Methylpropyl-2-imidazolyl disulfide	BPBPYQWMFCTCNG-UHFFFAOYSA-N	CCC(C)SSC1=NC=CN1
DB05450		Smilagenin	126-18-1	GQE3Q7YMVZ	(25R)-5beta-Spirostan-3beta-ol | (25R)-Spirostan-3beta-ol | Isosarsapogenin | Smilagenin	GMBQZIIUCVWOCD-UQHLGXRBSA-N	CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CCC6C5(CCC(C6)O)C)C)C)OC1
DB05454		Paliroden	188396-77-2	17VJ76L90T	1-(2-(Biphenyl-4-yl)ethyl)-4-(3-(trifluoromethyl)phenyl)-1,2,3,6-tetrahydropyridine | Paliroden | Palirodenum	CNEWKIDCGDXBDE-UHFFFAOYSA-N	C1CN(CC=C1C2=CC(=CC=C2)C(F)(F)F)CCC3=CC=C(C=C3)C4=CC=CC=C4
DB05456		ETC-588				RRVPPYNAZJRZFR-MRCUWXFGSA-N	CCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C
DB05458		Pozanicline	161417-03-4	CL2002R563		YRVIKLBSVVNSHF-JTQLQIEISA-N	CC1=C(C=CC=N1)OCC2CCCN2
DB05460	DB12215	Ezatiostat	168682-53-9	057D10I8S8	gamma-Glutamyl-S-(benzyl)-cysteinyl-R(-)-phenylglycine diethyl ester	GWEJFLVSOGNLSS-WPFOTENUSA-N	CCOC(=O)C(CCC(=O)NC(CSCC1=CC=CC=C1)C(=O)NC(C2=CC=CC=C2)C(=O)OCC)N
DB05461		OPC-28326		FR0M0E7AZM		QRNMKZJPTYRAIL-UHFFFAOYSA-N	CCC(=O)NC1=C(C=C(C=C1C)C(=O)N2CCC(CC2)N(C)CCC3=CC=CC=C3)C.O.Cl
DB05462		Chlorotoxin I-131		544WOQ7W6W		YUFAHBUWIVNVNJ-UHFFFAOYSA-N	CCC(C1=CC=CC=C1)C(C2=CC=CC=C2)C3=CC=C(C=C3)OCCN(C)C
DB05465		Tandutinib	387867-13-2	E1IO3ICJ9A	Tandutinib	UXXQOJXBIDBUAC-UHFFFAOYSA-N	CC(C)OC1=CC=C(C=C1)NC(=O)N2CCN(CC2)C3=NC=NC4=CC(=C(C=C43)OC)OCCCN5CCCCC5
DB05470		VX-702		527E7SK68P		FYSRKRZDBHOFAY-UHFFFAOYSA-N	C1=CC(=C(C(=C1)F)N(C2=NC(=C(C=C2)C(=O)N)C3=C(C=C(C=C3)F)F)C(=O)N)F
DB05475		Golotimod	229305-39-9	637C487Y09		CATMPQFFVNKDEY-YPMHNXCESA-N	C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)NC(=O)CCC(C(=O)O)N
DB05476		WX-UK1		UJ925Q0P3B		FMHIVIJVVYYSRN-JCOPYZAKSA-N	CCOC(=O)N1CCN(CC1)C(=O)C(CC2=CC(=CC=C2)C(=N)N)NS(=O)(=O)C3=C(C=C(C=C3C(C)C)C(C)C)C(C)C.Cl
DB05478		Pradefovir Mesylate		0D5204ZSIX	Pradefovir mesilate	JXQUAHHUSMJUFV-HZPZRMRQSA-N	CS(=O)(=O)O.C1COP(=O)(OC1C2=CC(=CC=C2)Cl)COCCN3C=NC4=C(N=CN=C43)N
DB05479		CZEN 002				WHNFPRLDDSXQCL-PDEGJNOBSA-N	CC(C)C(C(=O)N)NC(=O)C1CCCN1C(=O)C(CCCCN)NC(=O)CNC(=O)C(CC2=CNC3=CC=CC=C32)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC4=CC=CC=C4)NC(=O)C(CC5=CN=CN5)NC(=O)C(CCC(=O)O)NC(=O)C(CCSC)NC(=O)C(CO)NC(=O)C(CC6=CC=C(C=C6)O)NC(=O)C(CO)NC(=O)C
DB05482	DB12552	7-ethyl-10-hydroxycamptothecin	86639-52-3	0H43101T0J		FJHBVJOVLFPMQE-QFIPXVFZSA-N	CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC)O)C2=NC5=C1C=C(C=C5)O
DB05490		AMG-131	315224-26-1	E7ILQ6U50J		NMRWDFUZLLQSBN-UHFFFAOYSA-N	C1=CC=C2C(=C1)C=C(C=N2)OC3=C(C=C(C=C3Cl)NS(=O)(=O)C4=C(C=C(C=C4)Cl)Cl)Cl
DB05492	DB08290	Epicept NP-1				FKZUPMCBVURANR-UHFFFAOYSA-N	CC1=CC(=C(C=C1)NCCCN)[N+](=O)[O-]
DB05494		Elacytarabine	188181-42-2	TA7WJG93AR		FLFGNMFWNBOBGE-FNNZEKJRSA-N	CCCCCCCCC=CCCCCCCCC(=O)OCC1C(C(C(O1)N2C=CC(=NC2=O)N)O)O
DB05498		KW-7158		S2T07V1P1G		NAFSYPCVPLWHFY-HNNXBMFYSA-N	CC(C(=O)NC1=C2C(=CC=C1)S(=O)(=O)CC3=C(C2=O)SC=C3)(C(F)(F)F)O
DB05501		AMD-070		0G9LGB5O2W		WVLHHLRVNDMIAR-IBGZPJMESA-N	C1CC(C2=C(C1)C=CC=N2)N(CCCCN)CC3=NC4=CC=CC=C4N3
DB05511		Piclidenoson	152918-18-8	30679UMI0N		HUJXGQILHAUCCV-MOROJQBDSA-N	CNC(=O)C1C(C(C(O1)N2C=NC3=C(N=CN=C32)NCC4=CC(=CC=C4)I)O)O
DB05513		Atiprimod	123018-47-3	MG7D3QD743	Atiprimod | Azaspirane | N,N-Diethyl-8,8-dipropyl-2-azaspiro(4.5)decane-2-propanamine	SERHTTSLBVGRBY-UHFFFAOYSA-N	CCCC1(CCC2(CC1)CCN(C2)CCCN(CC)CC)CCC
DB05514		Cobiprostone	333963-42-1	IL870Q3Z8I		SDDSJMXGJNWMJY-BRHAQHMBSA-N	CCC(C)CC(C1(CCC2C(O1)CC(=O)C2CCCCCCC(=O)O)O)(F)F
DB05518		Managlinat dialanetil	280782-97-0	3W93F83K7S		BYKBUQDQTLDNLE-KBPBESRZSA-N	CCOC(=O)C(C)NP(=O)(C1=CC=C(O1)C2=C(SC(=N2)N)CC(C)C)NC(C)C(=O)OCC
DB05519		Budiodarone	335148-45-3	F5Y53150C8		ZXOSVKYCXLTVGS-KRWDZBQOSA-N	CCC(C)OC(=O)CC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I
DB05520		Mimopezil	180694-97-7	4MU6P880QL	Mimopezil | Mimopézil | Mimopezilo | Mimopezilum | N-(2-Hydroxy-3-methoxy-5-chlorobenzylidene)huperzine A	UYRWZANUXPUEPQ-ALWBHENDSA-N	
DB05521		Telaprevir	402957-28-2	655M5O3W0U	(1S,3aR,6aS)-(2S)-2-cyclohexyl-N-(pyrazinylcarbonyl)glycyl-3-methyl-L-valyl-N-((1S)-1-((cyclopropylamino)oxoacetyl)butyl)octahydrocyclopenta(c)pyrrole-1-carboxamide | Telaprevir	BBAWEDCPNXPBQM-GDEBMMAJSA-N	CCCC(C(=O)C(=O)NC1CC1)NC(=O)C2C3CCCC3CN2C(=O)C(C(C)(C)C)NC(=O)C(C4CCCCC4)NC(=O)C5=NC=CN=C5
DB05524		Pelitinib	257933-82-7	X5DWL380Z6	(2E)-N-(4-((3-chloro-4-fluorophenyl)amino)-3-cyano-7-ethoxy-6-quinolinyl)-4-(dimethylamino)-2-butenamide	WVUNYSQLFKLYNI-AATRIKPKSA-N	CCOC1=C(C=C2C(=C1)N=CC(=C2NC3=CC(=C(C=C3)F)Cl)C#N)NC(=O)C=CCN(C)C
